id,first_name,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,computer_score
983,Justin,male,FALSE,4,TRUE,4,Real Estate Developer,97,85,96,61,97,79,70
984,Daniel,male,FALSE,3,FALSE,34,Scientist,86,67,98,86,86,83,89
985,Angelica,female,TRUE,3,FALSE,29,Software Engineer,97,85,81,71,62,62,82
986,Lance,male,FALSE,2,TRUE,35,Unknown,91,94,97,97,100,88,99
987,Katherine,female,FALSE,5,FALSE,23,Software Engineer,86,64,96,84,86,96,92
988,Corey,male,TRUE,8,FALSE,5,Business Owner,90,97,54,59,82,76,72
989,Laura,female,FALSE,0,FALSE,1,Game Developer,95,87,87,84,95,84,65
990,Arthur,male,FALSE,1,FALSE,31,Banker,90,100,76,76,84,79,84
991,Victoria,female,FALSE,1,TRUE,14,Unknown,66,68,87,70,77,76,89
992,David,male,FALSE,6,FALSE,3,Business Owner,81,92,72,91,67,71,88
993,Charles,male,TRUE,2,FALSE,18,Software Engineer,85,99,86,69,68,98,62
994,Oscar,male,FALSE,1,TRUE,47,Doctor,94,90,95,85,98,91,96
995,Sarah,female,FALSE,2,FALSE,4,Game Developer,81,71,83,63,80,79,83
996,Eric,male,TRUE,1,TRUE,32,Software Engineer,97,87,95,67,98,93,89
997,Patrick,male,FALSE,3,TRUE,20,Accountant,100,79,72,98,87,76,76
998,Susan,female,TRUE,6,FALSE,3,Business Owner,54,64,72,80,98,83,85
999,Brett,male,TRUE,5,FALSE,19,Software Engineer,97,87,70,74,73,74,81
1000,Dennis,male,FALSE,1,TRUE,5,Real Estate Developer,65,83,67,84,89,65,73
1001,Brandon,male,FALSE,10,TRUE,0,Business Owner,53,51,57,72,77,78,79
1002,Nicole,female,FALSE,10,TRUE,9,Real Estate Developer,82,74,80,88,92,96,95
